Filename,Touches
packages/bpk-tokens/tokens/base.default.scss,240
packages/bpk-tokens/tokens/base.scss,240
packages/bpk-docs/src/routes/Routes.js,240
packages/bpk-tokens/tokens/base.common.js,224
packages/bpk-docs/src/constants/routes.js,223
packages/bpk-docs/src/layouts/DocsLayout/DocsLayout.js,201
packages/bpk-svgs/dist/scss/_icons-lg.scss,194
.storybook/config.js,189
packages/bpk-svgs/dist/scss/_icons-sm.scss,189
webpack.config.babel.js,164
packages/bpk-svgs/dist/scss/_icons-no-color-lg.scss,149
packages/bpk-svgs/dist/scss/_icons-no-color-sm.scss,146
packages/bpk-tokens/tokens/base.es6.js,132
packages/bpk-mixins/src/mixins/_forms.scss,116
packages/bpk-mixins/src/mixins/_typography.scss,109
native/storybook/storybook.js,107
packages/bpk-tokens/tokens/ios/base.react.native.es6.js,104
packages/bpk-component-datepicker/src/BpkDatepicker.js,99
packages/bpk-component-theme-toggle/src/theming.js,98
packages/bpk-tokens/tokens/ios/base.react.native.common.js,98
dangerfile.js,96
packages/bpk-tokens/tokens/android/base.react.native.es6.js,90
packages/bpk-tokens/tokens/android/base.react.native.common.js,87
packages/bpk-component-modal/src/BpkModalDialog.js,84
packages/bpk-tokens/tokens/base.react.native.ios.js,80
packages/bpk-component-modal/src/BpkModal.js,78
packages/bpk-component-calendar/src/BpkCalendarGrid.js,77
packages/bpk-component-checkbox/src/BpkCheckbox.js,77
packages/bpk-docs/src/pages/ButtonsPage/ButtonsPage.js,76
packages/bpk-docs/src/pages/FormsPage/FormsPage.js,75
packages/bpk-docs/src/pages/GettingStartedPage/GettingStartedPage.js,74
.storybook/themeableAttributes.js,72
packages/bpk-docs/src/pages/HomePage/HomePage.js,72
packages/bpk-component-calendar/src/BpkCalendarDate.js,69
packages/bpk-component-fieldset/src/BpkFieldset.js,69
packages/bpk-component-popover/src/BpkPopoverPortal.js,69
packages/bpk-component-button/stories.js,69
packages/bpk-component-calendar/stories.js,69
packages/bpk-component-datatable/src/BpkDataTable.js,68
packages/bpk-tokens/tokens/base.react.native.android.js,68
packages/bpk-component-image/src/BpkImage.js,67
packages/bpk-component-barchart/src/BpkBarchart.js,66
packages/bpk-component-button/src/BpkButton.js,66
packages/bpk-docs/src/layouts/links.js,64
packages/bpk-mixins/src/mixins/_buttons.scss,63
packages/bpk-component-calendar/src/BpkCalendarNav.js,63
icons.scss,63
packages/bpk-docs/src/components/DocsPageBuilder/DocsPageBuilder.js,62
packages/bpk-docs/src/pages/IconsPage/IconsPage.js,62
packages/bpk-react-utils/src/Portal.js,61
packages/bpk-docs/src/pages/ModalsPage/ModalsPage.js,61
packages/bpk-component-banner-alert/src/BpkBannerAlert.js,60
packages/bpk-component-popover/src/BpkPopover.js,59
packages/bpk-component-input/src/BpkInput.js,59
packages/bpk-component-accordion/src/BpkAccordionItem.js,58
packages/bpk-component-calendar/src/BpkCalendarGridTransition.js,58
packages/bpk-component-modal/stories.js,58
packages/bpk-docs/src/pages/ThemingPage/ThemingPage.js,58
packages/bpk-component-barchart/src/BpkBarchartBars.js,56
packages/bpk-component-datepicker/stories.js,56
packages/bpk-component-barchart/stories.js,55
packages/bpk-docs/src/components/Header/Header.js,55
packages/bpk-component-calendar/src/Week.js,54
packages/bpk-component-card/src/BpkCard.js,54
packages/bpk-component-datepicker/src/BpkDatepicker-test.js,54
packages/bpk-component-popover/stories.js,54
native/packages/react-native-bpk-component-button/stories.js,54
packages/bpk-component-label/src/BpkLabel.js,53
packages/bpk-component-horizontal-nav/src/BpkHorizontalNav.js,52
packages/bpk-component-banner-alert/stories.js,51
packages/bpk-component-select/src/BpkSelect.js,51
packages/bpk-svgs/gulpfile.babel.js,51
packages/bpk-docs/src/pages/CalendarPage/CalendarPage.js,51
packages/bpk-component-calendar/src/bpk-calendar.scss,51
packages/bpk-component-radio/src/BpkRadio.js,50
packages/bpk-docs/src/pages/DatepickerPage/DatepickerPage.js,50
packages/bpk-mixins/src/mixins/_svgs.scss,49
packages/bpk-component-autosuggest/src/BpkAutosuggest.js,49
packages/bpk-component-calendar/src/utils.js,49
packages/bpk-component-checkbox/stories.js,49
packages/bpk-docs/src/pages/TypographyPage/TypographyPage.js,49
packages/bpk-component-barchart/src/BpkBarchartBar.js,48
packages/bpk-component-tooltip/src/BpkTooltipPortal.js,48
packages/bpk-docs/src/layouts/DefaultLayout/DefaultLayout.js,48
packages/bpk-docs/src/themeableAttributes.js,48
packages/bpk-stylesheets/base.css,47
packages/bpk-component-calendar/src/BpkCalendarGrid-test.js,47
packages/bpk-component-horizontal-nav/src/BpkHorizontalNavItem.js,47
packages/bpk-component-checkbox/src/BpkCheckbox-test.js,46
packages/bpk-docs/src/layouts/DefaultLayout/default-layout.scss,46
packages/bpk-docs/src/pages/ColorsPage/ColorsPage.js,46
packages/bpk-component-popover/src/bpk-popover.scss,46
packages/bpk-component-calendar/src/BpkCalendarContainer.js,45
packages/bpk-component-calendar/src/date-utils.js,45
packages/bpk-component-autosuggest/stories.js,45
packages/bpk-component-fieldset/stories.js,45
packages/bpk-docs/src/pages/LayoutPage/LayoutPage.js,45
test-harness/test-harness.css,45
packages/bpk-component-badge/src/BpkBadge.js,44
packages/bpk-component-content-container/src/BpkContentContainer.js,44
packages/bpk-component-grid-toggle/src/BpkGridToggle.js,44
packages/bpk-component-button/src/BpkButton-test.js,44
packages/bpk-component-chip/stories.js,44
packages/bpk-component-popover/src/BpkPopoverPortal-test.js,44
native/packages/react-native-bpk-component-banner-alert/stories.js,44
packages/bpk-mixins/src/mixins/_utils.scss,43
packages/bpk-component-banner-alert/src/BpkBannerAlertInner.js,43
packages/bpk-component-code/src/BpkCodeBlock.js,43
packages/bpk-component-banner-alert/src/BpkBannerAlert-test.js,43
packages/bpk-docs/src/pages/BaseStylesheetPage/BaseStylesheetPage.js,43
packages/bpk-docs/src/pages/FieldsetsPage/FieldsetsPage.js,43
native/packages/react-native-bpk-component-text-input/src/BpkTextInput.js,43
.storybook/webpack.config.js,42
packages/bpk-component-autosuggest/src/BpkAutosuggestSuggestion.js,42
packages/bpk-component-barchart/src/BpkChartAxis.js,42
packages/bpk-component-calendar/src/BpkCalendarGridHeader.js,42
packages/bpk-component-chip/src/BpkChip.js,42
packages/bpk-component-modal/src/bpk-modal.scss,42
packages/bpk-component-code/src/BpkCode.js,41
packages/bpk-component-image/src/withLazyLoading.js,41
packages/bpk-docs/src/pages/TooltipsPage/TooltipsPage.js,41
packages/bpk-component-calendar/src/composeCalendar.js,40
packages/bpk-component-link/src/BpkLink.js,40
packages/bpk-component-badge/stories.js,40
packages/bpk-component-calendar/index.js,40
packages/bpk-tokens/src/react-native-output-test.js,40
packages/bpk-component-modal/src/BpkModalDialog-test.js,40
packages/bpk-docs/src/pages/NativeTextPage/NativeTextPage.js,40
native/packages/react-native-bpk-component-button/src/BpkButton-test.common.js,40
packages/bpk-docs/src/pages/PopoversPage/PopoversPage.js,40
packages/bpk-docs/src/layouts/SideNavLayout/side-nav-layout.scss,40
packages/bpk-docs/src/pages/SpinnersPage/SpinnersPage.js,40
packages/bpk-component-datatable/src/BpkDataTable-test.js,39
packages/bpk-component-calendar/src/BpkCalendar.js,39
test-harness/test-harness.scss,39
packages/bpk-component-calendar/src/BpkCalendarGridTransition-test.js,38
packages/bpk-component-image/src/BpkBackgroundImage.js,38
packages/bpk-tokens/gulpfile.babel.js,38
packages/bpk-docs/src/pages/AutosuggestPage/AutosuggestPage.js,38
packages/bpk-component-autosuggest/src/bpk-autosuggest.scss,38
packages/bpk-docs/src/pages/BannerAlertsPage/BannerAlertsPage.js,38
packages/bpk-animate-height/src/AnimateHeight.js,37
packages/bpk-component-autosuggest/src/BpkAutosuggest-test.js,37
packages/bpk-component-barchart/src/BpkBarchartBars-test.js,37
packages/bpk-component-form-validation/src/BpkFormValidation.js,37
packages/bpk-component-card/src/BpkCard-test.js,37
packages/bpk-component-card/stories.js,37
packages/bpk-component-fieldset/src/BpkFieldset-test.js,37
native/packages/react-native-bpk-component-button/src/utils.js,37
packages/bpk-component-banner-alert/src/withBannerAlertState.js,36
packages/bpk-component-barchart/src/BpkChartGridLines.js,36
packages/bpk-component-blockquote/src/BpkBlockquote.js,36
packages/bpk-component-calendar/src/BpkCalendarNav-test.js,36
packages/bpk-component-close-button/src/BpkCloseButton.js,36
packages/bpk-component-input/src/BpkInput-test.js,36
